,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_vals
424,@Kinoafisha_info,9,3,1,0,1,0,0,0,0,0,2
425,@Hungary_News,4,1,2,2,1,3,3,0,0,1,0
426,@dkr_mos,2,0,2,3,0,1,4,3,1,0,0
427,@Rusxardas,6,1,0,0,0,7,0,0,0,0,4
428,@Boramediaru,0,0,0,0,0,0,0,3,8,6,8
430,@vgae_ru,0,3,5,7,2,0,0,0,0,0,6
431,@metallist_nsk,3,5,4,0,0,1,0,0,0,0,0
432,@Piligrim2911,0,0,3,8,1,5,0,0,0,0,6
433,@Monterado,8,2,2,0,0,1,2,0,0,0,2
434,@LIFEBELGIUM,2,3,1,0,0,0,1,0,0,0,0
435,@bugaga_ru,5,3,4,1,2,0,1,0,0,0,0
436,@Terran35rus,1,0,0,0,13,2,1,0,0,0,1
438,@RomanShluinskij,1,3,1,3,1,0,0,0,0,0,0
439,@MagicSavala,3,4,3,1,0,1,0,1,0,0,0
440,@____DMX____,5,1,0,0,0,0,0,0,0,0,2
441,@YULIAartist,1,3,3,4,0,0,0,0,0,0,0
442,@nnbhmtva,0,6,3,4,0,0,2,0,0,1,0
443,@GamblingInfo2,1,2,1,1,0,2,2,0,0,4,0
444,@strokaqaz,3,8,0,0,0,2,0,2,1,0,0
445,@32poliklinika,1,5,0,8,1,0,0,0,1,0,6
447,@iribrussian,0,1,2,1,1,0,0,0,0,1,0
448,@todaykz_,0,0,0,0,1,0,0,0,0,0,1
449,@1yriJTLeoeIvD0r,0,2,2,4,1,0,0,4,1,0,0
450,@Radoslav108,3,2,2,2,0,2,2,1,1,0,0
451,@KrasnoeSelo_su,4,1,0,3,2,0,4,0,1,0,0
452,@mskgazeta,1,6,8,0,0,0,0,0,0,0,3
453,@zhanvil,5,5,0,0,2,0,0,0,0,0,0
454,@mozgolom72,3,4,2,0,0,0,0,0,0,0,0
455,@NATOmoscowR,14,1,0,0,0,0,0,0,1,0,2
456,@SeverinfoNews,1,8,0,1,1,0,1,0,3,1,0
457,@ZhMVVG9u2hqXEc0,0,4,4,5,3,0,0,0,0,0,0
458,@zasudili,0,0,4,0,5,2,4,1,0,0,0
459,@crimea_hurma,0,0,1,4,2,2,2,0,1,0,6
460,@SlavaFochenkov,0,1,2,1,0,0,1,8,1,1,5
461,@timeout_msk,9,4,0,0,0,0,1,1,0,1,2
462,@freddibaks,0,6,7,2,0,0,0,0,1,0,0
463,@Dekabrenok,0,1,2,6,4,1,0,2,0,0,6
464,@why_colours,2,7,3,0,0,0,0,0,0,0,0
465,@Aster0id_Be1t,0,0,1,0,1,0,0,0,0,0,1
467,@Jesse_Jamesss,5,0,5,0,1,0,0,0,1,0,2
468,@kanaev551,0,0,0,4,3,6,2,1,0,0,4
470,@madeyourlife,6,3,5,0,1,0,0,0,0,0,2
471,@VIIIchannel,0,0,1,0,13,1,0,0,0,0,1
472,@ilja2012ru,1,0,2,4,1,0,3,0,0,2,6
473,@1_IlyaStarkov,0,0,0,5,1,7,2,0,0,0,4
474,@connect4Kg,0,11,0,0,0,4,0,0,0,0,0
475,@MID_RF_ULANUDE,0,0,5,1,2,3,0,3,0,1,3
476,@ChepetskNews,0,2,6,4,1,0,0,1,1,0,3
477,@nikitich_,2,1,3,0,0,0,2,4,0,1,0
478,@ru_finland,6,3,1,1,0,0,0,0,0,0,2
479,@ekavinfo,2,2,4,0,3,0,0,0,0,0,0
480,@YuraYakunin,1,6,1,1,0,0,0,1,0,0,0
481,@kotovskRU,3,3,1,2,4,0,0,0,0,0,0
482,@avtrifonov,0,2,0,0,1,1,1,0,0,0,0
483,@alkor_,5,0,2,0,0,0,1,0,0,0,2
484,@24_7seven,0,1,1,2,3,2,3,2,0,1,0
485,@online24news,1,3,2,1,0,2,0,0,1,0,0
486,@ValdaiClubRu,2,4,3,0,1,0,0,0,0,0,0
487,@Og2tZD7GJj6NXn7,0,3,4,1,4,1,0,0,0,0,0
488,@Aiperim,3,0,2,0,0,0,1,0,0,0,2
489,@GoshaPerochinny,5,5,2,0,1,0,0,2,0,0,0
490,@martovainessa,0,1,7,4,2,1,0,0,0,0,3
491,@happyrobinzon,0,0,1,3,5,5,1,0,0,0,0
492,@MaSbet_MS,1,4,1,0,0,2,1,0,0,0,0
493,@EUinRussia,1,1,2,4,1,2,1,1,0,0,6
494,@Novosti_TV2,10,5,0,0,0,0,0,0,0,0,2
495,@sosenskivestnik,2,4,0,0,3,2,0,0,0,0,0
496,@tkorop,1,4,1,3,3,1,1,1,0,0,0
497,@postnews_ru,1,1,1,2,2,0,0,0,0,0,0
498,@StupnikovSergey,1,4,3,1,3,0,1,1,0,0,0
499,@hh_lann,0,0,0,11,1,2,0,1,0,0,6
500,@News_ZMSK,9,3,0,0,0,0,0,0,0,3,2
501,@keezzbreezz,0,5,4,2,1,0,2,0,0,0,0
502,@modern_syndrome,0,0,4,7,3,1,0,0,0,0,6
503,@VnukBzdon,0,1,1,10,1,1,0,0,0,0,6
504,@DTrusov,2,2,0,0,2,0,1,0,0,0,0
505,@Urfin_1648,2,0,0,0,0,0,0,0,0,0,2
506,@rinadavis,3,1,2,1,5,0,0,0,0,0,1
507,@MchsRussia,0,2,1,3,2,0,0,2,3,1,0
508,@9111_ru,1,2,4,2,0,1,0,2,0,2,0
509,@YaShpilka,3,5,2,3,0,0,0,0,0,0,0
510,@rossosh_adm,3,0,2,0,2,3,0,1,1,2,0
511,@i_like_solitude,0,7,2,5,0,0,0,0,0,0,0
512,@Ajdocs_ru,3,4,1,1,1,1,0,2,0,0,0
513,@AndreyK48211742,0,0,0,0,0,6,5,0,1,2,4
514,@OdessaFollowers,1,4,0,0,3,1,2,2,1,0,0
515,@lroldpr,9,0,0,3,0,1,0,0,0,1,2
516,@livejournalru,1,0,1,0,0,0,0,0,0,0,3
517,@ecclesiast81,1,0,0,0,0,4,0,0,0,0,4
518,@Zakcion1,1,3,6,2,1,0,1,0,0,0,3
519,@PRAVO48,0,7,1,1,5,0,0,0,0,0,0
520,@Volvach73,5,0,0,7,0,0,0,0,0,0,6
521,@Sevmama_info,2,0,3,1,3,2,1,0,1,0,0
522,@LawyerVolkov,6,5,0,0,1,0,0,0,0,0,0
523,@MaraStrega,1,1,1,2,0,2,0,0,0,0,0
524,@MaxymYuzvak,2,4,2,4,0,1,0,0,0,0,0
525,@Ymkderi,1,5,0,0,1,0,0,0,0,0,0
526,@DJ_Eva_Fiesta,1,0,0,0,0,0,0,0,0,0,2
527,@KirillPotapov_,5,0,0,0,0,0,0,0,0,1,2
528,@DashaDunaevaa,0,0,0,2,11,1,0,0,0,0,1
529,@CENTCOMRussian,1,1,1,2,2,2,2,1,1,1,0
530,@Naran_officiall,0,4,0,3,1,1,1,2,1,0,0
531,@SteveG78393764,0,3,2,2,2,3,1,0,1,0,0
532,@svettara8,0,3,4,4,2,0,0,0,0,1,0
533,@anatolmih,0,0,0,0,0,0,2,3,8,1,8
534,@general_truism,1,0,0,5,3,5,0,0,0,0,6
535,@fbrana13,0,4,0,0,0,0,0,0,0,0,0
536,@izvestnoo,1,3,2,2,2,1,0,0,0,1,0
537,@SergeyVakulenko,0,6,1,0,0,2,1,2,2,0,0
538,@erkenovich1,0,1,13,0,0,0,0,0,0,0,3
539,@chellimench,0,1,0,0,2,1,0,0,0,0,1
540,@S_Slobodchikov,2,5,2,2,2,1,0,0,0,0,0
541,@gizebrev,1,7,1,2,1,0,0,0,0,0,0
542,@MrHayk19,5,1,1,0,1,0,0,1,0,0,2
543,@nazaroff1405196,0,2,2,2,1,0,0,0,1,2,0
544,@kp_ukraine,4,0,0,0,0,0,0,0,0,0,2
545,@maksalf,0,3,2,2,0,2,3,0,0,0,0
546,@ifase_journal,4,1,8,0,0,0,0,0,0,0,3
547,@sportgorod74,0,2,5,3,3,0,0,0,0,0,3
548,@1907OLEG,0,1,3,2,2,2,0,1,0,2,0
549,@Divnaja_Tigra,3,4,0,0,2,0,1,2,1,0,0
550,@UNICEF_BY,2,0,0,4,1,0,4,1,0,0,6
551,@golubev_mikhail,1,6,0,1,1,0,0,0,0,0,0
552,@fxtraders_info,0,2,2,2,4,0,1,0,1,1,0
553,@daynice,1,3,2,1,1,1,0,1,0,1,0
554,@Kamerto_n,3,1,0,1,0,1,0,0,0,0,2
555,@RabinovichSlava,0,2,1,0,0,0,0,3,0,0,5
556,@AdaetsX,4,2,1,0,0,0,1,4,0,1,0
557,@crozzle,2,4,1,2,0,0,0,0,0,0,0
558,@moskalets1955,1,0,0,3,0,0,0,1,0,1,6
559,@dmzhkv,1,2,2,4,0,2,0,1,0,0,6
560,@serzh7217,0,3,1,4,1,0,0,0,0,0,6
561,@Stebenkova_LV,4,1,2,1,0,0,0,0,0,0,2
562,@Murenkov,2,0,0,0,0,0,0,0,0,0,2
563,@tolicek2,1,2,1,0,3,0,0,0,0,0,0
564,@belijdim,3,1,2,0,0,1,1,0,0,0,2
565,@UlanDzhumakov,1,0,0,0,0,3,1,0,0,0,4
566,@wbrg,0,3,3,4,3,0,0,0,0,0,0
567,@RuStroimos,0,3,4,4,1,1,0,0,0,0,0
568,@sova_news63,0,0,1,4,1,7,0,0,0,0,4
569,@i_korotchenko,5,1,1,1,1,1,0,0,0,0,2
570,@Pavelvag,1,0,0,0,0,0,1,0,0,0,7
571,@BesDobra,1,3,4,0,1,0,0,0,0,1,0
572,@ognikami,5,2,3,1,1,0,0,0,0,0,2
573,@RomaChepurnoy,0,2,2,4,2,0,0,0,0,2,6
575,@iamforthelaw,0,0,0,0,0,0,0,0,3,0,8
576,@top_stud1o,11,2,0,0,0,0,0,0,0,0,2
577,@kavkaz_realii,3,0,0,0,0,0,0,0,0,0,2
579,@Moskovsky_Today,3,9,0,0,0,0,0,0,0,0,0
580,@pound_sterling,0,3,4,1,1,0,0,0,0,0,0
581,@vikoshka_vik894,0,2,2,5,0,0,0,0,0,2,6
582,@dissident_old,1,3,4,1,0,0,0,0,0,0,0
583,@6yx9j6TvDWlVsuV,0,1,0,1,3,1,0,1,1,0,0
584,@i_nostrum,3,0,0,0,0,0,0,0,0,0,2
585,@Marushkinskoe,3,2,0,0,0,0,1,0,0,4,0
586,@edRtKlT2qCtjtkX,0,3,0,0,0,0,0,0,0,0,0
587,@Caramelina4,2,2,0,0,0,1,1,3,2,0,0
588,@VidalSorokin,2,3,1,2,1,0,1,0,0,0,0
589,@YanFrangulidi,5,1,1,0,0,0,0,0,0,0,2
590,@kupets23,1,2,1,0,0,0,0,0,0,0,0
591,@sputniknovosti,1,0,0,2,1,4,0,0,0,0,4
592,@LaShevchenko,2,2,0,1,0,1,0,1,1,1,0
593,@basicincome_rus,0,0,7,4,1,0,0,0,0,0,3
594,@SvetSunny,2,1,1,0,1,1,0,0,0,0,0
595,@NashaRada5,0,0,1,0,0,0,0,0,0,0,3
596,@centercipi,3,2,0,0,0,0,2,4,0,1,0
598,@bestnews_kz,3,0,0,0,0,0,2,1,0,2,2
599,@anakkano,5,0,2,0,0,0,0,0,0,0,2
600,@khLn2NdtufP6noN,4,3,0,0,0,0,1,0,1,0,0
601,@IRANinRUSSIA,1,5,1,0,0,0,0,0,0,0,0
602,@centralppk,3,7,0,0,0,0,0,0,0,0,0
603,@VStankevics,2,7,1,1,0,0,0,0,0,0,0
604,@crimeainform,9,2,0,0,0,1,0,0,0,0,2
605,@magazine_kim,1,0,0,0,0,0,0,0,0,0,2
606,@AdvokatMurmansk,6,3,0,0,0,0,0,0,0,0,2
607,@maxsteel_31,0,0,3,3,2,3,0,1,0,0,0
608,@Rhododendren_1,3,1,0,0,0,0,0,0,0,0,2
609,@aetp_ru,5,2,0,0,0,0,2,0,0,1,2
610,@francediplo_RU,6,1,0,1,0,1,0,0,0,0,2
611,@tweetsNV,0,4,0,1,0,0,0,0,0,1,0
612,@kotsinger,0,5,3,1,1,0,1,0,0,0,0
613,@olgakomleva2,0,1,1,0,0,0,0,0,0,0,0
614,@nikhodakov,2,1,0,0,0,0,0,0,0,0,2
615,@ConstantineK7,0,3,0,2,1,4,0,0,0,0,0
616,@USApoRusski,0,0,1,5,4,2,0,0,0,0,6
617,@teplosetit,3,4,1,1,2,0,0,0,0,0,0
618,@mnogohodevochka,2,2,0,0,0,0,0,1,0,0,0
619,@RadioMirBelarus,0,4,1,1,1,0,1,0,1,0,0
620,@evglivetarget,0,1,1,5,1,2,0,0,0,0,6
621,@morning_magic_,0,0,0,5,2,5,0,0,0,0,6
622,@Vita_Russia,0,0,1,1,3,1,2,1,2,1,0
624,@a_little_loving,6,3,2,0,0,1,0,0,0,0,2
625,@namorul,2,2,2,2,0,0,0,0,0,0,0
626,@nn_voronina,6,2,1,0,0,0,0,1,2,0,2
627,@DM76620298,4,0,0,1,0,0,0,0,0,0,2
628,@CAgregator,0,1,1,8,0,2,0,0,0,0,6
629,@softgaz,6,0,0,0,0,0,0,0,0,0,2
630,@svyaznoy_ru,4,4,1,0,1,0,0,0,0,0,0
631,@Vsevkurse_MO,2,2,2,1,1,0,2,0,1,0,0
632,@came_and_gone,0,1,3,1,2,0,0,1,0,0,3
633,@dmitriy_grib,2,5,5,0,0,0,0,0,0,0,0
634,@uvyazankin,1,1,1,1,1,1,1,1,0,0,0
635,@rosmsk,0,0,1,4,3,2,1,0,1,0,6
636,@safronovoleg,1,3,1,1,2,0,0,0,0,1,0
637,@Pechorrin,4,3,1,0,0,0,0,0,0,0,2
638,@KorsakVoskres,4,1,2,1,0,0,2,0,0,0,2
639,@lotoshinoinform,0,0,2,0,0,1,5,0,1,3,7
640,@DRNT_MOS,2,1,0,1,0,0,0,0,0,0,2
641,@Stefan_Kamenef,7,0,0,0,0,0,0,1,3,0,2
642,@andoogle,1,0,0,0,0,0,0,0,0,0,2
643,@malefictum,1,1,1,0,0,0,0,0,0,0,0
644,@Beachdrifta,0,6,3,0,1,2,0,0,0,0,0
645,@dirty_dirre,1,2,0,1,1,0,0,2,1,3,0
646,@PoliteMaps,3,1,4,1,0,0,1,0,0,0,3
647,@djoeldd,1,1,1,0,1,1,1,0,0,0,0
648,@YakovTW,1,1,0,2,0,0,0,0,0,0,6
649,@Radio_Azattyk,2,2,1,0,1,1,0,0,0,2,0
650,@gp134_dzm,0,0,3,2,0,3,0,1,1,0,3
651,@maximnovikovski,2,1,5,2,0,1,0,0,0,0,3
652,@BulgakovaNastia,5,2,0,2,0,0,0,0,0,0,2
653,@Devnikol,1,3,0,1,2,2,0,1,0,0,0
654,@_Dima_Gomankov,0,11,0,0,0,0,0,0,0,0,0
655,@ShulipaY,2,3,3,2,1,0,0,0,0,0,0
656,@DnoRussia,3,0,1,0,0,0,0,0,0,0,2
657,@JeRebeLove,0,0,3,3,1,0,2,0,0,0,6
658,@100ksuaOFFICIAL,1,1,2,4,1,2,0,0,0,0,6
659,@SimpleWineNews,3,0,0,0,0,0,0,0,0,0,2
660,@Dr_Mugu,1,2,0,1,0,0,0,0,0,0,0
661,@lavrova_lp,0,0,5,2,1,3,0,0,0,0,3
662,@Sandra_Novikova,0,2,4,1,1,2,0,0,0,0,3
663,@borvag,0,0,0,0,1,0,0,3,2,4,0
664,@e_extrano,0,4,3,0,2,0,0,0,0,0,0
665,@UkBolgarin,4,1,3,0,1,0,0,0,0,0,2
666,@lujant10,0,2,2,3,3,0,0,0,0,1,0
667,@CzNewsInfo,0,4,2,0,0,0,0,0,0,0,0
668,@LslZNs4qYl2k3zg,1,3,1,3,0,1,0,0,0,0,0
669,@b_misteryo,1,2,2,1,0,0,2,0,0,1,0
670,@rsk_mangystau,1,0,2,1,1,1,0,1,2,2,0
671,@Perekrestokinfo,0,3,1,1,1,3,0,0,0,0,0
672,@eurolineby,0,1,0,1,1,0,0,0,0,0,0
673,@ULIANOV24,4,1,1,2,3,0,0,0,0,0,2
674,@mayakpushkino,0,0,1,5,3,1,0,1,0,0,6
675,@WCIOM,0,2,4,2,1,1,1,0,0,0,0
676,@strategyjournal,1,3,3,1,1,1,0,0,0,1,0
677,@fStyleTV,0,0,0,0,0,1,6,1,1,1,7
678,@7docs,1,1,5,3,0,0,1,0,0,0,3
679,@borodada2,0,1,2,2,0,1,1,3,1,0,0
680,@roskontrol,1,1,2,2,2,0,1,0,0,0,0
682,@t_Yriy_w,0,2,4,0,4,0,1,0,0,0,0
683,@Hyser94915884,2,0,0,0,0,0,0,0,0,0,2
684,@VeronikaPo_,5,2,0,0,0,0,0,0,0,0,2
685,@9tv_israel,0,1,0,1,3,1,1,3,1,0,0
686,@Svet_rus,1,3,2,2,1,1,0,1,0,0,0
687,@lytkarinoonline,3,1,0,0,6,1,0,0,0,0,1
688,@obektivno_info,3,4,3,0,0,0,0,0,0,0,0
689,@tomsk1990,2,0,1,0,2,0,1,0,0,1,2
690,@MAjourno,1,2,0,0,0,0,1,1,0,0,0
691,@uonlipetsk,7,0,0,0,0,0,0,0,0,0,2
692,@PatriotoffUA,1,4,0,0,0,0,0,0,0,0,0
693,@teleorakull,1,1,0,2,0,0,0,0,0,0,6
694,@law_profecia,0,0,3,4,1,0,0,1,0,0,6
695,@Kwert62939276,2,3,1,0,0,0,0,0,0,0,0
696,@penzavzglyad,0,0,0,0,0,0,0,4,1,6,9
697,@IrinaJioewa,1,0,2,2,3,0,2,0,1,0,0
698,@artmonicc,3,4,1,1,0,0,0,0,0,0,0
699,@Tehno_Docc,0,0,1,0,0,0,0,0,0,0,3
700,@FighterCamp,1,1,1,3,3,0,0,1,0,1,0
701,@ivanovo_portal,0,1,3,0,1,2,1,1,1,1,0
702,@BlondeInEngland,1,0,0,2,1,1,0,1,0,3,0
703,@kosh_immortal,0,5,0,1,0,0,1,2,0,0,0
704,@BasicIncomeRF,1,0,0,3,1,0,3,1,2,0,6
705,@Kn51ru,2,1,3,1,1,2,0,1,0,0,0
706,@GadzievZamir,0,3,4,2,0,0,0,0,1,0,0
707,@dr_mankhetan,4,2,1,1,2,0,0,1,0,0,2
708,@virusolog19,7,3,1,0,0,0,0,0,0,0,2
709,@DazDoc,2,3,1,1,0,0,0,0,0,1,0
710,@zolotou678,1,2,2,2,1,1,0,0,0,0,0
711,@gricompani,3,1,2,2,1,1,0,0,0,0,2
712,@dim_stoff,1,2,1,2,1,1,0,2,0,0,0
713,@grym_u,6,3,0,0,0,0,0,0,0,1,2
714,@KoroteevSergei,0,0,0,5,1,1,0,3,0,0,6
715,@AngleGrinder2,3,4,0,0,1,1,0,0,0,0,0
716,@chtoprigotovim,5,5,0,0,0,0,0,0,0,0,0
717,@knigamircom,0,1,0,1,1,4,3,0,0,0,4
718,@inRussia_online,1,2,4,1,0,0,1,1,0,0,3
719,@s_grishkov,5,2,0,0,0,0,0,0,0,0,2
720,@makkiavellius,1,0,0,0,0,0,0,0,0,0,2
721,@dimakub1995,4,1,1,0,0,0,0,0,1,0,2
722,@JulietBeetle,1,5,3,0,0,0,0,0,0,0,0
723,@tvrussia1,2,2,2,0,1,0,0,1,1,1,0
724,@Classomsk,0,0,0,0,0,0,0,0,0,10,9
725,@Zolozvezdochka,2,0,2,1,1,0,0,0,0,0,2
726,@zabolevshie,0,0,2,5,2,1,0,0,0,0,6
727,@latansky,2,6,0,0,0,0,0,0,0,0,0
728,@4i4irujMenya,2,1,1,0,0,0,0,0,0,0,2
729,@D_Tretyakov,4,0,2,0,1,0,0,0,0,1,2
730,@RusEmbHungary,3,3,0,0,0,0,0,0,0,0,0
731,@Draft_MC,2,5,0,0,0,0,0,0,0,0,0
732,@VasiliyTimofeev,5,2,0,0,1,0,0,0,0,0,2
733,@PromMining,3,0,1,0,0,0,0,0,0,0,2
734,@8888888TATYANA,1,0,0,0,0,0,2,1,5,0,8
735,@A0ytskIe7p1gwd3,5,0,0,1,0,0,0,0,0,0,2
736,@is_cyprus,2,2,1,1,1,2,0,1,0,0,0
737,@COVID1940752769,0,0,1,0,9,0,0,0,0,0,1
738,@Architect_Mari,3,0,0,0,0,0,0,0,0,0,2
739,@MoscowDayRF,0,4,0,1,3,0,0,0,1,0,0
740,@ZiPv9Rwq60oP1I4,0,0,1,0,0,1,1,1,1,3,0
741,@2mRu,0,2,0,3,4,1,0,0,0,0,0
742,@gazetafakt88,2,0,0,0,0,1,2,4,1,0,5
743,@mqcoigtAfAAmz2O,1,0,0,0,0,0,0,0,0,0,2
744,@avtobaza_34,4,0,0,0,0,0,0,1,0,0,2
745,@Smartpharma_ru,0,0,0,2,6,0,1,0,0,1,1
746,@YuraVoloshin,1,2,1,0,1,0,0,0,0,0,0
747,@MakarovskyMark,0,1,2,3,2,1,1,0,0,0,6
748,@gopotol,2,3,0,2,1,0,0,1,0,0,0
749,@rheo_tu,1,1,1,0,0,0,1,2,0,1,0
750,@novosti_moskva,1,2,1,1,1,0,1,1,1,0,0
751,@dautovdenr,3,0,0,0,2,1,1,0,0,0,2
752,@Hc8VdBUemlOuonS,0,0,0,0,0,0,0,10,0,0,5
753,@otbornyi_umor,0,4,4,2,0,0,0,0,0,0,0
754,@tripkj,4,3,1,0,0,0,0,0,0,0,2
755,@PDEZqZ34jyGg57T,1,9,0,0,0,0,0,0,0,0,0
756,@Clikerr1,3,1,2,1,0,0,0,0,0,0,2
757,@dddkursk,10,0,0,0,0,0,0,0,0,0,2
758,@Dagestan_News,6,0,0,0,0,0,0,0,0,0,2
759,@EreminaVi,3,2,1,1,0,0,0,0,0,0,2
760,@PozhivemUvidym,5,0,0,0,0,0,0,0,0,0,2
761,@Nataly34259193,2,0,0,0,0,0,0,0,0,0,2
762,@dnews_dn_ua,3,1,2,0,0,0,0,0,0,0,2
763,@urzhum,4,0,0,0,2,1,0,0,1,0,2
764,@infoistochnik,1,1,5,1,2,0,0,0,0,0,3
765,@MihChiSaint,1,0,2,3,2,0,0,0,0,0,6
766,@Roshalnews,2,2,0,1,2,0,1,2,0,0,0
767,@Vadimkomp,0,0,7,1,2,0,0,0,0,0,3
768,@DeNataliya_063,2,2,3,1,2,0,0,0,0,0,0
769,@KristiChis,4,1,0,1,1,1,0,0,0,0,2
770,@ATOOLL1,0,0,1,3,3,0,0,0,0,0,6
771,@polnini4,0,1,2,0,2,4,1,0,0,0,4
772,@RusembApsny,2,0,1,1,3,1,1,0,1,0,0
773,@kotovsktmb,2,2,0,0,0,0,0,3,1,2,0
774,@ustmrn,0,1,1,0,0,1,1,0,0,1,0
775,@trudprava,1,0,2,2,3,0,1,1,0,0,0
776,@First_Aid_rus,4,1,0,0,0,0,0,1,0,0,2
777,@ironliudmila,0,2,3,2,1,0,0,1,0,1,0
778,@avalteria,5,1,0,1,2,0,0,0,0,1,2
779,@COVIDMMXIX,2,2,0,0,0,0,0,0,0,0,0
780,@early_hawk,0,1,0,0,2,3,0,0,2,1,0
781,@AndreLeboff,1,0,1,0,0,0,0,0,1,0,2
783,@WaffenSS72,1,3,2,0,0,0,1,0,0,0,0
784,@nCoV_su,0,0,0,0,0,2,0,0,0,0,4
785,@nikrep_amid,3,2,0,0,0,0,0,0,0,0,2
786,@BusinessSwiss,1,1,1,1,1,1,1,0,0,0,0
787,@kurginyanRU,3,0,1,2,1,0,0,1,1,0,2
788,@vestidubna,4,0,0,1,1,0,1,0,0,0,2
789,@RashkinV,0,4,0,1,2,0,1,0,0,0,0
790,@cudin67,2,0,1,0,0,0,2,0,0,0,2
791,@Auriga_Inc,0,1,2,2,1,0,0,0,2,0,0
792,@NatalyVitt,4,0,0,0,0,0,0,0,0,0,2
793,@telemedexpert,0,0,0,0,0,0,0,0,4,5,9
794,@kailash_ru,0,0,0,5,0,4,0,0,0,0,6
795,@Finexpertiza,2,2,0,1,1,0,0,1,0,0,0
796,@stockinfocus,2,0,0,0,0,0,0,0,0,0,2
797,@gardus,2,1,0,0,1,0,0,1,0,1,0
798,@Automaniaru,1,1,0,3,1,1,0,0,1,1,6
799,@piligrim67,1,2,2,1,1,1,1,0,0,0,0
800,@notevenfunny93,0,0,1,5,1,0,1,0,0,1,6
801,@w2yrKEIFaGsprxY,0,0,3,2,4,0,0,0,0,0,1
802,@mak_hoh,2,2,1,2,0,0,0,0,0,0,0
803,@spid_center,1,0,0,3,2,1,0,1,0,0,6
804,@ANo1505,1,1,2,0,0,0,0,0,0,0,3
805,@CanisFactor,1,2,0,0,1,0,0,0,0,0,0
806,@Harizmun,2,1,1,0,0,1,1,0,0,1,0
807,@Binary_Advisor,0,0,0,0,4,5,0,0,0,0,4
808,@gmozheiko,0,0,0,0,1,4,4,0,0,0,7
809,@HayekEgor,0,5,0,0,0,0,0,0,0,0,0
810,@vasiliyfotograf,0,0,0,1,1,2,2,0,2,1,0
811,@alconymous,0,1,0,0,0,0,0,0,0,0,0
812,@lyu547,4,0,2,0,1,0,0,1,0,0,2
813,@YachtingRussia,0,2,2,2,0,0,0,0,2,0,0
814,@Academ50,1,1,0,1,2,1,0,0,1,0,0
816,@MuradBov,0,2,2,2,3,0,0,0,0,0,0
817,@KhabarTV,0,0,0,2,2,0,0,2,1,0,6
818,@News_Krasnosel,6,0,0,0,0,0,0,0,0,3,2
819,@soundinthesound,5,0,0,0,0,0,0,0,0,0,2
820,@galitwi,1,0,0,0,1,0,0,0,0,0,1
821,@Krivoy_Rog_Foru,2,1,4,1,0,0,0,0,0,0,3
822,@sm_alien,0,4,1,3,0,0,0,0,0,0,0
823,@inelstal,2,3,1,1,0,0,2,0,0,0,0
824,@MtTrickster,0,0,0,6,1,2,0,0,0,0,6
825,@Eosphor,2,0,0,0,0,0,0,0,0,0,2
826,@DLytkinmsk,2,1,1,1,2,0,0,0,0,2,0
827,@RetranslyatorRU,2,1,0,0,1,1,1,1,1,0,0
828,@Myflashgames1,1,2,2,1,0,0,0,0,0,0,0
829,@1ordthunder,4,0,0,0,0,0,0,0,0,0,2
830,@ivasi_news,0,1,2,0,4,1,0,0,0,0,1
831,@Elmlib,0,2,2,4,0,0,0,0,0,0,6
832,@Ru_Fed,0,3,1,0,0,0,2,1,1,0,0
833,@SobolevaLikaa,1,1,3,0,0,0,0,0,0,0,3
834,@good_warlock,0,1,1,1,0,1,2,1,0,0,0
835,@sambo_ru,2,0,0,0,0,1,0,0,1,0,2
836,@Maratikarim2000,0,2,0,1,2,1,0,1,0,1,0
837,@FxGen_,0,0,0,0,6,0,0,0,0,0,1
838,@yoldash1917,0,1,1,0,0,0,0,0,4,1,8
839,@covid19pregnant,0,0,4,3,2,0,0,0,0,0,3
840,@aviazhuk,2,0,1,1,0,0,0,0,2,0,2
841,@InstNatPolitics,2,2,3,0,0,0,0,0,0,0,0
842,@mod_russia,3,6,0,0,0,0,0,0,0,0,0
843,@goodnordicchef,1,1,4,1,1,0,0,0,0,0,3
844,@DJNataliya,1,2,0,3,1,0,0,0,0,0,6
845,@quin8studio,0,0,2,0,0,7,0,0,0,0,4
846,@Alex_12Black,0,6,2,0,0,0,0,0,0,0,0
847,@Reo___An,6,3,0,0,0,0,0,0,0,0,2
848,@amsiberia,0,1,2,0,0,0,1,1,2,2,0
849,@Dmitry_Novi,1,2,1,1,1,0,1,0,0,0,0
850,@albert_nik27,2,1,1,0,0,2,0,0,2,1,0
851,@tisshinka,0,2,4,2,0,1,0,0,0,0,3
852,@7777777ok,0,1,0,1,1,1,1,1,0,0,0
853,@segamega1986,0,2,1,0,1,0,0,1,1,2,0
854,@IaCentrRu,0,0,0,0,0,1,1,2,3,2,0
855,@yk_comfort,3,0,2,4,0,0,0,0,0,0,6
856,@DjokharDudaev,5,1,0,0,0,1,1,0,0,0,2
857,@H2G69m5,3,0,0,0,0,0,0,0,0,0,2
858,@northern_50,6,0,0,0,0,0,0,0,0,0,2
859,@plachyaroslavni,2,0,0,0,0,0,0,0,0,0,2
860,@hvost_forever,1,0,0,0,0,0,0,0,0,0,2
861,@S_Karpiy,0,0,0,2,1,3,0,0,0,1,4
